gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
tag,True,False,False,False,False,False,False,False
tala,True,False,True,True,True,False,False,False
talb,True,False,True,True,True,False,False,False
tam,True,False,False,False,False,False,False,False
tap,True,False,False,False,False,False,False,False
tar,True,False,False,False,False,False,False,False
tas,True,False,False,False,False,False,False,False
tata,True,False,False,False,False,False,False,False
tatb,True,False,False,False,False,False,False,False
tatc,True,False,False,False,False,False,False,False
tatd,True,False,False,False,False,False,False,False
tate,True,False,False,False,False,False,False,False
taua,True,False,False,False,False,False,False,False
taub,True,False,False,False,False,False,False,False
tauc,True,False,False,False,False,False,False,False
taud,True,False,False,False,False,False,False,False
tbpa,True,False,False,False,False,False,False,False
tdca,True,False,False,False,False,False,False,False
tdcb,True,False,True,True,True,False,False,False
tdcc,True,False,False,False,False,False,False,False
tdcd,True,False,False,False,False,False,False,False
tdce,True,False,False,False,False,False,False,False
tdcg,True,False,True,True,True,False,False,False
tdcr,True,False,False,False,False,False,False,False
tdh,True,False,False,False,False,False,False,False
tdk,True,False,False,True,False,False,False,True
teha,True,False,False,False,False,False,False,False
tehb,True,False,False,False,False,False,False,False
tesa,True,False,False,False,False,False,False,False
tesb,True,False,False,False,False,False,False,False
tfad,True,False,False,False,False,False,False,False
tfae,True,False,False,False,False,False,False,False
tfaq,True,False,False,False,False,False,False,False
tfar,True,False,False,False,False,False,False,False
tfas,True,False,False,False,False,False,False,False
tgt,True,False,False,False,False,False,False,False
thic,True,False,False,True,False,True,False,False
thid,True,False,False,True,False,True,False,False
thie,True,False,False,True,False,True,False,False
thif,True,False,False,True,False,True,False,False
thig,True,False,False,True,False,True,False,False
thih,True,False,False,True,False,True,False,False
thii,True,False,False,True,False,True,False,False
thim,True,False,False,True,False,True,False,False
thip,True,False,False,False,False,False,False,False
thiq,True,False,False,False,False,False,False,False
this,True,False,False,False,False,False,False,False
thra,True,True,True,True,True,False,False,False
thrb,True,True,True,True,True,False,False,False
thrc,True,False,True,True,True,False,False,False
thrl,True,False,False,False,False,False,False,False
thya,True,True,False,True,False,False,False,True
tiae,True,False,False,False,False,False,False,False
tig,True,False,False,False,False,False,False,False
tkta,True,False,True,True,True,False,False,False
tktb,True,False,True,True,True,False,False,False
tldd,True,False,False,False,False,False,False,False
tnaa,True,False,False,False,False,False,False,False
tnab,True,False,False,False,False,False,False,False
tnac,True,False,False,False,False,False,False,False
tola,True,False,False,False,False,False,False,False
tolb,True,False,False,False,False,False,False,False
tolc,True,False,False,False,False,False,False,False
tolq,True,False,False,False,False,False,False,False
tolr,True,False,False,False,False,False,False,False
tonb,True,False,False,False,False,False,False,False
topb,True,False,False,False,False,False,False,False
tora,True,False,False,False,False,False,False,False
torc,True,False,False,False,False,False,False,False
tord,True,False,False,False,False,False,False,False
tori,True,False,False,False,False,False,False,False
torr,True,False,False,False,False,False,False,False
tors,True,False,False,False,False,False,False,False
tort,True,False,False,False,False,False,False,False
tory,True,False,False,False,False,False,False,False
torz,True,False,False,False,False,False,False,False
tpia,True,True,True,True,True,False,False,False
tpr,True,False,False,False,False,False,False,False
tpx,True,False,False,False,False,False,False,False
trea,True,False,False,False,False,False,False,False
treb,True,False,False,False,False,False,False,False
trec,True,False,False,False,False,False,False,False
tref,True,False,False,False,False,False,False,False
trer,True,False,False,False,False,False,False,False
trg,True,False,False,False,False,False,False,False
trka,True,False,False,False,False,False,False,False
trkd,True,False,False,False,False,False,False,False
trkg,True,False,False,False,False,False,False,False
trkh,True,False,False,False,False,False,False,False
trma,True,False,False,False,False,False,False,False
trmc,True,False,False,False,False,False,False,False
trme,True,False,False,False,False,False,False,False
trmh,True,False,False,False,False,False,False,False
trmu,True,False,False,False,False,False,False,False
trpa,True,True,True,True,True,False,False,False
trpb,True,True,True,True,True,False,False,False
trpc,True,True,True,True,True,False,False,False
trpd,True,False,True,True,True,False,False,False
trpe,True,True,True,True,True,False,False,False
trpl,True,False,False,False,False,False,False,False
trpr,True,False,False,False,False,False,False,False
trua,True,False,False,False,False,False,False,False
trub,True,False,False,False,False,False,False,False
trud,True,False,False,False,False,False,False,False
trxa,True,False,False,False,False,False,False,False
trxb,True,False,False,False,False,False,False,False
trxc,True,False,False,False,False,False,False,False
tsga,True,False,False,False,False,False,False,False
tsr,True,False,False,False,False,False,False,False
tsx,True,False,False,False,False,False,False,False
ttda,True,False,False,False,False,False,False,False
ttdb,True,False,False,False,False,False,False,False
ttk,True,False,False,False,False,False,False,False
tufa,True,False,False,False,False,False,False,False
tufb,True,False,False,False,False,False,False,False
tus,True,False,False,False,False,False,False,False
tyna,True,False,False,False,False,False,False,False
tyra,True,True,True,True,True,False,False,False
tyrb,True,False,True,True,True,False,False,False
tyrp,True,False,False,False,False,False,False,False
tyrr,True,True,False,False,False,False,False,False
ubic,True,False,False,True,False,True,False,False
ubie,True,False,False,True,False,True,False,False
ubif,True,False,False,True,False,True,False,False
ubig,True,False,False,True,False,True,False,False
ubih,True,False,False,True,False,True,False,False
ubix,True,False,False,True,False,True,False,False
ucpa,True,False,False,False,False,False,False,False
udk,True,False,False,True,False,False,False,True
udp,True,False,False,True,False,False,False,True
ugd,True,False,False,True,False,True,False,False
ugpa,True,False,False,False,False,False,False,False
ugpb,True,False,False,False,False,False,False,False
ugpc,True,False,False,False,False,False,False,False
ugpe,True,False,False,False,False,False,False,False
ugpq,True,False,False,False,False,False,False,False
uhpa,True,False,False,False,False,False,False,False
uhpb,True,False,False,False,False,False,False,False
uhpc,True,False,False,False,False,False,False,False
uhpt,True,False,False,False,False,False,False,False
uida,True,False,False,True,False,True,False,False
uidb,True,False,False,False,False,False,False,False
uidc,True,False,False,False,False,False,False,False
uidr,True,False,False,False,False,False,False,False
ulaa,True,False,False,False,False,False,False,False
ulab,True,False,False,False,False,False,False,False
ulac,True,False,False,False,False,False,False,False
ulad,True,False,False,False,False,False,False,False
ulae,True,False,False,False,False,False,False,False
ulaf,True,False,False,False,False,False,False,False
ulag,True,False,False,False,False,False,False,False
ular,True,False,False,False,False,False,False,False
umuc,True,False,False,False,False,False,False,False
umud,True,False,False,False,False,False,False,False
ung,True,False,False,False,False,False,False,False
upp,True,False,False,True,False,False,False,True
uraa,True,False,False,False,False,False,False,False
usg,True,False,False,False,False,False,False,False
usha,True,False,False,True,False,False,True,True
uspa,True,False,False,False,False,False,False,False
uspe,True,False,False,False,False,False,False,False
uspf,True,False,False,False,False,False,False,False
uspg,True,False,False,False,False,False,False,False
uup,True,False,False,False,False,False,False,False
uvra,True,False,False,False,False,False,False,False
uvrb,True,False,False,False,False,False,False,False
uvrc,True,False,False,False,False,False,False,False
uvrd,True,False,False,False,False,False,False,False
uvry,True,False,False,False,False,False,False,False
uxaa,True,False,False,False,False,False,False,False
uxab,True,False,False,False,False,False,False,False
uxac,True,False,False,False,False,False,False,False
uxua,True,False,False,False,False,False,False,False
uxub,True,False,False,False,False,False,False,False
uxur,True,False,False,False,False,False,False,False
vacj,True,False,False,False,False,False,False,False
visc,True,False,False,False,False,False,False,False
vsr,True,False,False,False,False,False,False,False
wbbh,True,False,False,False,False,False,False,False
wbbi,True,False,False,False,False,False,False,False
wbbj,True,False,False,False,False,False,False,False
wbbk,True,False,False,False,False,False,False,False
wbbl,True,False,False,False,False,False,False,False
wcaa,True,False,False,False,False,False,False,False
wcab,True,False,False,False,False,False,False,False
wcac,True,False,False,False,False,False,False,False
wcad,True,False,False,False,False,False,False,False
wcae,True,False,False,False,False,False,False,False
wcaf,True,False,False,False,False,False,False,False
wcai,True,False,False,False,False,False,False,False
wcaj,True,False,False,False,False,False,False,False
wcak,True,False,False,False,False,False,False,False
wcal,True,False,False,False,False,False,False,False
wcam,True,False,False,False,False,False,False,False
wrba,True,False,False,True,False,True,False,False
wza,True,False,False,False,False,False,False,False
wzb,True,False,False,False,False,False,False,False
wzc,True,False,False,False,False,False,False,False
wzxc,True,False,False,False,False,False,False,False
wzxe,True,False,False,False,False,False,False,False
wzze,True,False,False,False,False,False,False,False
xapa,True,False,False,True,False,False,True,False
xapb,True,False,False,False,False,False,False,False
xapr,True,False,False,False,False,False,False,False
xdha,True,False,False,True,False,False,True,False
xdhb,True,False,False,True,False,False,True,False
xdhc,True,False,False,True,False,False,True,False
xdhd,True,False,False,False,False,False,False,False
xerc,True,False,False,False,False,False,False,False
xerd,True,False,False,False,False,False,False,False
xsea,True,False,False,False,False,False,False,False
xseb,True,False,False,False,False,False,False,False
xtha,True,False,False,False,False,False,False,False
xyla,True,False,False,False,False,False,False,False
xylb,True,False,False,False,False,False,False,False
xyle,True,False,False,False,False,False,False,False
xylf,True,False,False,False,False,False,False,False
xylg,True,False,False,False,False,False,False,False
xylh,True,False,False,False,False,False,False,False
xylr,True,False,False,False,False,False,False,False
yaaa,True,False,False,False,False,False,False,False
yaah,True,False,False,False,False,False,False,False
yaai,True,False,False,False,False,False,False,False
yaaj,True,False,False,False,False,False,False,False
yaau,True,False,False,False,False,False,False,False
yaaw,True,False,False,False,False,False,False,False
yaax,True,False,False,False,False,False,False,False
yaay,True,False,False,False,False,False,False,False
yabi,True,False,False,False,False,False,False,False
yabp,True,False,False,False,False,False,False,False
yacc,True,False,False,False,False,False,False,False
yacf,True,False,False,False,False,False,False,False
yacg,True,False,False,False,False,False,False,False
yach,True,False,False,False,False,False,False,False
yacl,True,False,False,False,False,False,False,False
yadb,True,False,False,False,False,False,False,False
yadc,True,False,False,False,False,False,False,False
yadd,True,False,False,False,False,False,False,False
yade,True,False,False,False,False,False,False,False
yadg,True,False,False,False,False,False,False,False
yadh,True,False,False,False,False,False,False,False
yadi,True,False,False,False,False,False,False,False
yadk,True,False,False,False,False,False,False,False
yadl,True,False,False,False,False,False,False,False
yadm,True,False,False,False,False,False,False,False
yadn,True,False,False,False,False,False,False,False
yads,True,False,False,False,False,False,False,False
yaeb,True,False,False,False,False,False,False,False
yaef,True,False,False,False,False,False,False,False
yaeh,True,False,False,False,False,False,False,False
yaei,True,False,False,False,False,False,False,False
yaej,True,False,False,False,False,False,False,False
yaep,True,False,False,False,False,False,False,False
yaeq,True,False,False,False,False,False,False,False
yaer,True,False,False,False,False,False,False,False
yafc,True,False,False,False,False,False,False,False
yafd,True,False,False,False,False,False,False,False
yafe,True,False,False,False,False,False,False,False
yafj,True,False,False,False,False,False,False,False
yafk,True,False,False,False,False,False,False,False
yafl,True,False,False,False,False,False,False,False
yafm,True,False,False,False,False,False,False,False
yafn,True,False,False,False,False,False,False,False
yafo,True,False,False,False,False,False,False,False
yafp,True,False,False,False,False,False,False,False
yafq,True,False,False,False,False,False,False,False
yafs,True,False,False,False,False,False,False,False
yaft,True,False,False,False,False,False,False,False
yafu,True,False,False,False,False,False,False,False
yafv,True,False,False,False,False,False,False,False
yafw,True,False,False,False,False,False,False,False
yafx,True,False,False,False,False,False,False,False
yafy,True,False,False,False,False,False,False,False
yafz,True,False,False,False,False,False,False,False
yaga,True,False,False,False,False,False,False,False
yagb,True,False,False,False,False,False,False,False
yage,True,False,False,False,False,False,False,False
yagf,True,False,False,False,False,False,False,False
yagh,True,False,False,False,False,False,False,False
yagi,True,False,False,False,False,False,False,False
yagj,True,False,False,False,False,False,False,False
yagk,True,False,False,False,False,False,False,False
yagl,True,False,False,False,False,False,False,False
yagm,True,False,False,False,False,False,False,False
yagn,True,False,False,False,False,False,False,False
yagp,True,False,False,False,False,False,False,False
yagq,True,False,False,False,False,False,False,False
yagr,True,False,False,False,False,False,False,False
yags,True,False,False,False,False,False,False,False
yagt,True,False,False,False,False,False,False,False
yagu,True,False,False,False,False,False,False,False
yagv,True,False,False,False,False,False,False,False
yagw,True,False,False,False,False,False,False,False
yagx,True,False,False,False,False,False,False,False
yagy,True,False,False,False,False,False,False,False
yagz,True,False,False,False,False,False,False,False
yaha,True,False,False,False,False,False,False,False
yahb,True,False,False,False,False,False,False,False
yahc,True,False,False,False,False,False,False,False
yahd,True,False,False,False,False,False,False,False
yahe,True,False,False,False,False,False,False,False
yahf,True,False,False,False,False,False,False,False
yahg,True,False,False,False,False,False,False,False
yahh,True,False,False,False,False,False,False,False
yahi,True,False,False,True,False,False,True,False
yahj,True,False,False,False,False,False,False,False
yahk,True,False,False,False,False,False,False,False
yahl,True,False,False,False,False,False,False,False
yahm,True,False,False,False,False,False,False,False
yahn,True,False,False,False,False,False,False,False
yaho,True,False,False,False,False,False,False,False
yaia,True,False,False,False,False,False,False,False
yaib,True,False,False,False,False,False,False,False
yaic,True,False,False,False,False,False,False,False
yaie,True,False,False,False,False,False,False,False
yaif,True,False,False,False,False,False,False,False
yaii,True,False,False,False,False,False,False,False
yail,True,False,False,False,False,False,False,False
yaio,True,False,False,False,False,False,False,False
yaip,True,False,False,False,False,False,False,False
yais,True,False,False,False,False,False,False,False
yait,True,False,False,False,False,False,False,False
yaiu,True,False,False,False,False,False,False,False
yaiv,True,False,False,False,False,False,False,False
yaiw,True,False,False,False,False,False,False,False
yaix,True,False,False,False,False,False,False,False
yaiy,True,False,False,False,False,False,False,False
yaiz,True,False,False,False,False,False,False,False
yajb,True,False,False,False,False,False,False,False
yajc,True,False,False,False,False,False,False,False
yajd,True,False,False,False,False,False,False,False
yajg,True,False,False,False,False,False,False,False
yaji,True,False,False,False,False,False,False,False
yajl,True,False,False,False,False,False,False,False
yajo,True,False,False,False,False,False,False,False
yajq,True,False,False,False,False,False,False,False
yajr,True,False,False,False,False,False,False,False
ybaa,True,False,False,False,False,False,False,False
ybab,True,False,False,False,False,False,False,False
ybad,True,False,False,False,False,False,False,False
ybae,True,False,False,False,False,False,False,False
ybaj,True,False,False,False,False,False,False,False
ybak,True,False,False,False,False,False,False,False
ybal,True,False,False,False,False,False,False,False
ybam,True,False,False,False,False,False,False,False
yban,True,False,False,False,False,False,False,False
ybao,True,False,False,False,False,False,False,False
ybap,True,False,False,False,False,False,False,False
ybaq,True,False,False,False,False,False,False,False
ybas,True,False,False,False,False,False,False,False
ybat,True,False,False,False,False,False,False,False
ybav,True,False,False,False,False,False,False,False
ybaw,True,False,False,False,False,False,False,False
ybax,True,False,False,False,False,False,False,False
ybay,True,False,False,False,False,False,False,False
ybaz,True,False,False,False,False,False,False,False
ybba,True,False,False,False,False,False,False,False
ybbb,True,False,False,False,False,False,False,False
ybbc,True,False,False,False,False,False,False,False
ybbd,True,False,False,False,False,False,False,False
ybbj,True,False,False,False,False,False,False,False
ybbk,True,False,False,False,False,False,False,False
ybbl,True,False,False,False,False,False,False,False
ybbm,True,False,False,False,False,False,False,False
ybbn,True,False,False,False,False,False,False,False
ybbo,True,False,False,False,False,False,False,False
ybbp,True,False,False,False,False,False,False,False
ybbs,True,False,False,False,False,False,False,False
ybbv,True,False,False,False,False,False,False,False
ybbw,True,False,False,False,False,False,False,False
ybby,True,False,False,False,False,False,False,False
ybcc,True,False,False,False,False,False,False,False
ybcd,True,False,False,False,False,False,False,False
ybcf,True,False,False,True,False,False,True,False
ybch,True,False,False,False,False,False,False,False
ybci,True,False,False,False,False,False,False,False
ybcj,True,False,False,False,False,False,False,False
ybck,True,False,False,False,False,False,False,False
ybcl,True,False,False,False,False,False,False,False
ybcm,True,False,False,False,False,False,False,False
ybcn,True,False,False,False,False,False,False,False
ybco,True,False,False,False,False,False,False,False
ybcq,True,False,False,False,False,False,False,False
ybcs,True,False,False,False,False,False,False,False
ybcv,True,False,False,False,False,False,False,False
ybcw,True,False,False,False,False,False,False,False
ybcy,True,False,False,False,False,False,False,False
ybda,True,False,False,False,False,False,False,False
ybdb,True,False,False,False,False,False,False,False
ybdd,True,False,False,False,False,False,False,False
ybdf,True,False,False,False,False,False,False,False
ybdg,True,False,False,False,False,False,False,False
ybdh,True,False,False,False,False,False,False,False
ybdj,True,False,False,False,False,False,False,False
ybdk,True,False,False,False,False,False,False,False
ybdl,True,False,False,False,False,False,False,False
ybdm,True,False,False,False,False,False,False,False
ybdn,True,False,False,False,False,False,False,False
ybdo,True,False,False,False,False,False,False,False
ybdr,True,False,False,False,False,False,False,False
ybdz,True,False,False,False,False,False,False,False
ybea,True,False,False,False,False,False,False,False
ybeb,True,False,False,False,False,False,False,False
ybed,True,False,False,False,False,False,False,False
ybef,True,False,False,False,False,False,False,False
ybeh,True,False,False,False,False,False,False,False
ybel,True,False,False,False,False,False,False,False
ybem,True,False,False,False,False,False,False,False
ybeq,True,False,False,False,False,False,False,False
yber,True,False,False,False,False,False,False,False
ybet,True,False,False,False,False,False,False,False
ybeu,True,False,False,False,False,False,False,False
ybex,True,False,False,False,False,False,False,False
ybey,True,False,False,False,False,False,False,False
ybez,True,False,False,False,False,False,False,False
ybfa,True,False,False,False,False,False,False,False
ybfb,True,False,False,False,False,False,False,False
ybfc,True,False,False,False,False,False,False,False
ybfd,True,False,False,False,False,False,False,False
ybfe,True,False,False,False,False,False,False,False
ybff,True,False,False,False,False,False,False,False
ybfg,True,False,False,False,False,False,False,False
ybfh,True,False,False,False,False,False,False,False
ybfl,True,False,False,False,False,False,False,False
ybfm,True,False,False,False,False,False,False,False
ybfn,True,False,False,False,False,False,False,False
ybfo,True,False,False,False,False,False,False,False
ybfp,True,False,False,False,False,False,False,False
ybfq,True,False,False,False,False,False,False,False
ybga,True,False,False,False,False,False,False,False
ybgc,True,False,False,False,False,False,False,False
ybgd,True,False,False,False,False,False,False,False
ybge,True,False,False,False,False,False,False,False
ybgf,True,False,False,False,False,False,False,False
ybgh,True,False,False,False,False,False,False,False
ybgi,True,False,False,False,False,False,False,False
ybgj,True,False,False,False,False,False,False,False
ybgk,True,False,False,False,False,False,False,False
ybgl,True,False,False,False,False,False,False,False
ybgo,True,False,False,False,False,False,False,False
ybgp,True,False,False,False,False,False,False,False
ybgq,True,False,False,False,False,False,False,False
ybgs,True,False,False,False,False,False,False,False
ybgt,True,False,False,False,False,False,False,False
ybha,True,False,False,False,False,False,False,False
ybhb,True,False,False,False,False,False,False,False
ybhc,True,False,False,False,False,False,False,False
ybhd,True,True,False,False,False,False,False,False
ybhe,True,False,False,False,False,False,False,False
ybhf,True,False,False,False,False,False,False,False
ybhg,True,False,False,False,False,False,False,False
ybhh,True,False,False,False,False,False,False,False
ybhi,True,False,False,False,False,False,False,False
ybhj,True,False,False,False,False,False,False,False
ybhk,True,False,False,False,False,False,False,False
ybhl,True,False,False,False,False,False,False,False
ybhm,True,False,False,False,False,False,False,False
ybhn,True,False,False,False,False,False,False,False
ybho,True,False,False,False,False,False,False,False
ybhp,True,False,False,False,False,False,False,False
ybhq,True,False,False,False,False,False,False,False
ybhr,True,False,False,False,False,False,False,False
ybhs,True,False,False,False,False,False,False,False
ybht,True,False,False,False,False,False,False,False
ybia,True,False,False,False,False,False,False,False
ybib,True,False,False,False,False,False,False,False
ybic,True,False,False,False,False,False,False,False
ybih,True,False,False,False,False,False,False,False
ybii,True,False,False,False,False,False,False,False
ybij,True,False,False,False,False,False,False,False
ybim,True,False,False,False,False,False,False,False
ybin,True,False,False,False,False,False,False,False
ybio,True,False,False,False,False,False,False,False
ybip,True,False,False,False,False,False,False,False
ybir,True,False,False,False,False,False,False,False
ybis,True,False,False,False,False,False,False,False
ybit,True,False,False,False,False,False,False,False
ybiu,True,False,False,False,False,False,False,False
ybiv,True,False,False,False,False,False,False,False
ybiw,True,False,False,False,False,False,False,False
ybix,True,False,False,False,False,False,False,False
ybiy,True,False,False,False,False,False,False,False
ybjc,True,False,False,False,False,False,False,False
ybjd,True,False,False,False,False,False,False,False
ybje,True,False,False,False,False,False,False,False
ybjg,True,False,False,False,False,False,False,False
ybjh,True,False,False,False,False,False,False,False
ybji,True,False,False,True,False,True,False,False
ybjj,True,False,False,False,False,False,False,False
ybjk,True,False,False,False,False,False,False,False
ybjl,True,False,False,False,False,False,False,False
ybjm,True,False,False,False,False,False,False,False
ybjn,True,False,False,False,False,False,False,False
ybjo,True,False,False,False,False,False,False,False
ybjp,True,False,False,False,False,False,False,False
ybjq,True,False,False,False,False,False,False,False
ybjr,True,False,False,False,False,False,False,False
ybjs,True,False,False,False,False,False,False,False
ybjt,True,False,False,False,False,False,False,False
ybjx,True,False,False,False,False,False,False,False
ycac,True,False,False,False,False,False,False,False
ycad,True,False,False,False,False,False,False,False
ycai,True,False,False,False,False,False,False,False
ycaj,True,False,False,False,False,False,False,False
ycak,True,False,False,False,False,False,False,False
ycal,True,True,False,False,False,False,False,False
ycam,True,False,False,False,False,False,False,False
ycan,True,False,False,False,False,False,False,False
ycao,True,False,False,False,False,False,False,False
ycap,True,False,False,False,False,False,False,False
ycaq,True,False,False,False,False,False,False,False
ycar,True,False,False,False,False,False,False,False
ycbb,True,False,False,False,False,False,False,False
ycbc,True,False,False,False,False,False,False,False
ycbf,True,False,False,False,False,False,False,False
ycbg,True,False,False,False,False,False,False,False
ycbj,True,False,False,False,False,False,False,False
ycbk,True,False,False,False,False,False,False,False
ycbl,True,False,False,False,False,False,False,False
ycbq,True,False,False,False,False,False,False,False
ycbr,True,False,False,False,False,False,False,False
ycbs,True,False,False,False,False,False,False,False
ycbt,True,False,False,False,False,False,False,False
ycbu,True,False,False,False,False,False,False,False
ycbv,True,False,False,False,False,False,False,False
ycbw,True,False,False,False,False,False,False,False
ycbx,True,False,False,False,False,False,False,False
ycby,True,False,False,False,False,False,False,False
ycbz,True,False,False,False,False,False,False,False
ycca,True,False,False,False,False,False,False,False
yccc,True,False,False,False,False,False,False,False
ycce,True,False,False,False,False,False,False,False
yccf,True,False,False,False,False,False,False,False
yccj,True,False,False,False,False,False,False,False
ycck,True,False,False,False,False,False,False,False
yccm,True,False,False,False,False,False,False,False
yccr,True,False,False,False,False,False,False,False
yccs,True,False,False,False,False,False,False,False
ycct,True,False,False,False,False,False,False,False
yccu,True,False,False,False,False,False,False,False
yccv,True,False,False,False,False,False,False,False
yccw,True,False,False,False,False,False,False,False
yccx,True,False,False,False,False,False,False,False
yccz,True,False,False,False,False,False,False,False
ycdb,True,False,False,False,False,False,False,False
ycdc,True,False,False,False,False,False,False,False
ycdg,True,False,False,False,False,False,False,False
ycdh,True,False,False,False,False,False,False,False
ycdi,True,False,False,False,False,False,False,False
ycdk,True,False,False,False,False,False,False,False
ycdl,True,False,False,False,False,False,False,False
ycdm,True,False,False,False,False,False,False,False
ycdn,True,False,False,False,False,False,False,False
ycdo,True,False,False,False,False,False,False,False
ycdp,True,False,False,False,False,False,False,False
ycdq,True,False,False,False,False,False,False,False
ycdr,True,False,False,False,False,False,False,False
ycds,True,False,False,False,False,False,False,False
ycdt,True,False,False,False,False,False,False,False
ycdu,True,False,False,False,False,False,False,False
ycdw,True,False,False,False,False,False,False,False
ycdx,True,False,False,False,False,False,False,False
ycdy,True,False,False,False,False,False,False,False
ycdz,True,False,False,False,False,False,False,False
ycea,True,False,False,False,False,False,False,False
yceb,True,False,False,False,False,False,False,False
yced,True,False,False,False,False,False,False,False
ycef,True,False,False,False,False,False,False,False
yceg,True,False,False,False,False,False,False,False
yceh,True,False,False,False,False,False,False,False
ycei,True,False,False,False,False,False,False,False
ycej,True,False,False,False,False,False,False,False
ycek,True,False,False,False,False,False,False,False
yceo,True,False,False,False,False,False,False,False
ycep,True,False,False,False,False,False,False,False
ycfd,True,False,False,False,False,False,False,False
ycfh,True,False,False,False,False,False,False,False
ycfj,True,False,False,False,False,False,False,False
ycfk,True,False,False,False,False,False,False,False
ycfl,True,False,False,False,False,False,False,False
ycfm,True,False,False,False,False,False,False,False
ycfn,True,False,False,False,False,False,False,False
ycfp,True,False,False,False,False,False,False,False
ycfq,True,False,False,False,False,False,False,False
ycfr,True,False,False,False,False,False,False,False
ycfs,True,False,False,False,False,False,False,False
ycft,True,False,False,False,False,False,False,False
ycfx,True,False,False,False,False,False,False,False
ycfz,True,False,False,False,False,False,False,False
ycgb,True,False,False,False,False,False,False,False
ycge,True,False,False,False,False,False,False,False
ycgf,True,False,False,False,False,False,False,False
ycgg,True,False,False,False,False,False,False,False
ycgh,True,False,False,False,False,False,False,False
ycgi,True,False,False,False,False,False,False,False
ycgj,True,False,False,False,False,False,False,False
ycgk,True,False,False,False,False,False,False,False
ycgl,True,False,False,False,False,False,False,False
ycgm,True,False,False,False,False,False,False,False
ycgn,True,False,False,False,False,False,False,False
ycgr,True,False,False,False,False,False,False,False
ycgv,True,False,False,False,False,False,False,False
ycgx,True,False,False,False,False,False,False,False
ycgy,True,False,False,False,False,False,False,False
ycgz,True,False,False,False,False,False,False,False
ycha,True,False,False,False,False,False,False,False
yche,True,False,False,False,False,False,False,False
ychf,True,False,False,False,False,False,False,False
ychh,True,False,False,False,False,False,False,False
ychj,True,False,False,False,False,False,False,False
ychm,True,False,False,False,False,False,False,False
ychn,True,False,False,False,False,False,False,False
ychp,True,False,False,False,False,False,False,False
ychq,True,False,False,False,False,False,False,False
ycia,True,False,False,False,False,False,False,False
ycib,True,False,False,False,False,False,False,False
ycic,True,False,False,False,False,False,False,False
ycie,True,False,False,False,False,False,False,False
ycif,True,False,False,False,False,False,False,False
ycig,True,False,False,False,False,False,False,False
ycih,True,False,False,False,False,False,False,False
ycii,True,False,False,False,False,False,False,False
ycik,True,False,False,False,False,False,False,False
ycim,True,False,False,False,False,False,False,False
ycin,True,False,False,False,False,False,False,False
ycio,True,False,False,False,False,False,False,False
yciq,True,False,False,False,False,False,False,False
ycis,True,False,False,False,False,False,False,False
ycit,True,False,False,False,False,False,False,False
yciu,True,False,False,False,False,False,False,False
yciv,True,False,False,False,False,False,False,False
yciw,True,False,False,False,False,False,False,False
ycix,True,False,False,False,False,False,False,False
ycjd,True,False,False,False,False,False,False,False
ycjf,True,False,False,False,False,False,False,False
ycjg,True,False,False,False,False,False,False,False
ycjm,True,False,False,False,False,False,False,False
ycjn,True,False,False,False,False,False,False,False
ycjo,True,False,False,False,False,False,False,False
ycjp,True,False,False,False,False,False,False,False
ycjq,True,False,False,False,False,False,False,False
ycjr,True,False,False,False,False,False,False,False
ycjs,True,False,False,False,False,False,False,False
ycjt,True,False,False,False,False,False,False,False
ycju,True,False,False,False,False,False,False,False
ycjv,True,False,False,False,False,False,False,False
ycjw,True,False,False,False,False,False,False,False
ycjx,True,False,False,False,False,False,False,False
ycjy,True,False,False,False,False,False,False,False
ycjz,True,False,False,False,False,False,False,False
ydac,True,False,False,False,False,False,False,False
ydae,True,False,False,False,False,False,False,False
ydaf,True,False,False,False,False,False,False,False
ydag,True,False,False,False,False,False,False,False
ydal,True,False,False,False,False,False,False,False
ydam,True,False,False,False,False,False,False,False
ydan,True,False,False,False,False,False,False,False
ydao,True,False,False,False,False,False,False,False
ydaq,True,False,False,False,False,False,False,False
ydas,True,False,False,False,False,False,False,False
ydat,True,False,False,False,False,False,False,False
ydau,True,False,False,False,False,False,False,False
ydav,True,False,False,False,False,False,False,False
ydaw,True,False,False,False,False,False,False,False
yday,True,False,False,False,False,False,False,False
ydba,True,False,False,False,False,False,False,False
ydbc,True,False,False,False,False,False,False,False
ydbd,True,False,False,False,False,False,False,False
ydbh,True,False,False,False,False,False,False,False
ydbj,True,False,False,False,False,False,False,False
ydbk,True,False,False,False,False,False,False,False
ydbl,True,False,False,False,False,False,False,False
ydca,True,False,False,False,False,False,False,False
ydcc,True,False,False,False,False,False,False,False
ydcd,True,False,False,False,False,False,False,False
ydce,True,False,False,False,False,False,False,False
ydcf,True,False,False,False,False,False,False,False
ydch,True,False,False,False,False,False,False,False
ydci,True,False,False,False,False,False,False,False
ydcj,True,False,False,False,False,False,False,False
ydck,True,False,False,False,False,False,False,False
ydcl,True,False,False,False,False,False,False,False
ydcm,True,False,False,False,False,False,False,False
ydcn,True,False,False,False,False,False,False,False
ydco,True,False,False,False,False,False,False,False
ydcp,True,False,False,False,False,False,False,False
ydcq,True,False,False,False,False,False,False,False
